Date,Time,Open,High,Low,Close,Volume
02/05/2022,00:00,0.1068614199757576,0.10686586797237396,0.1068413108587265,0.10686542838811874,0
02/05/2022,01:00,0.1068660169839859,0.10687237977981567,0.1051524356007576,0.10536219924688339,110
02/05/2022,02:00,0.10536219924688339,0.10537981241941452,0.10534989833831787,0.10534989833831787,0
02/05/2022,03:00,0.10535061359405518,0.10536861419677734,0.10534931719303131,0.10534931719303131,2338
02/05/2022,04:00,0.10534970462322235,0.10537092387676239,0.10534970462322235,0.10535334795713425,3424
02/05/2022,05:00,0.10535477846860886,0.10536997765302658,0.10505508631467819,0.10515369474887848,4060
02/05/2022,06:00,0.1051555946469307,0.10536584258079529,0.1051555946469307,0.105365090072155,3840
02/05/2022,07:00,0.1053645983338356,0.1053667813539505,0.10535146296024323,0.10535227507352829,3623
02/05/2022,08:00,0.10535292327404022,0.11676003783941269,0.10535292327404022,0.11606009304523468,1290
02/05/2022,09:00,0.11605949699878693,0.11607269942760468,0.11605130881071091,0.11607269942760468,322
02/05/2022,10:00,0.11607175320386887,0.116074338555336,0.11605808883905411,0.11605958640575409,132
02/05/2022,11:00,0.11605857312679291,0.11607594788074493,0.11605857312679291,0.11606451869010925,1023
02/05/2022,12:00,0.11606482416391373,0.11608325690031052,0.11605866253376007,0.11607885360717773,379
02/05/2022,13:00,0.11607828736305237,0.11608793586492538,0.11606301367282867,0.11607304215431213,380
02/05/2022,14:00,0.1160738542675972,0.11608120799064636,0.11606518924236298,0.11607621610164642,471
02/05/2022,15:00,0.11607441306114197,0.12017171084880829,0.11606434732675552,0.12017171084880829,216
02/05/2022,16:00,0.12017236649990082,0.12088438123464584,0.12017236649990082,0.12087253481149673,5251
02/05/2022,17:00,0.12087081372737885,0.12087513506412506,0.12076348066329956,0.12077110260725021,5320
02/05/2022,18:00,0.12077115476131439,0.12087506800889969,0.12076180428266525,0.12078617513179779,5296
02/05/2022,19:00,0.12078607827425003,0.12088356912136078,0.12076140195131302,0.12076140940189362,5816
02/05/2022,20:00,0.12076248973608017,0.12086503207683563,0.1207583025097847,0.12076730281114578,2667
02/05/2022,21:00,0.1207677498459816,0.12077639251947403,0.1207551509141922,0.12077294290065765,638
02/05/2022,22:00,0.12077221274375916,0.12085908651351929,0.11127176135778427,0.11127202212810516,0
02/05/2022,23:00,0.11127236485481262,0.11128147691488266,0.11126117408275604,0.11127100139856339,0
02/06/2022,00:00,0.11127018183469772,0.1112794280052185,0.11126507818698883,0.11127156019210815,22
02/06/2022,01:00,0.1112714633345604,0.11128899455070496,0.11126453429460526,0.11128142476081848,1167
02/06/2022,02:00,0.11128134280443192,0.11128240078687668,0.111266128718853,0.1112809106707573,0
02/06/2022,03:00,0.11128073930740356,0.11129242926836014,0.11126837879419327,0.11129242926836014,1856
02/06/2022,04:00,0.11129110306501389,0.11129110306501389,0.11126600205898285,0.11126946657896042,1288
02/06/2022,05:00,0.11126917600631714,0.11128338426351547,0.11126633733510971,0.11127447336912155,822
02/06/2022,06:00,0.1112746149301529,0.11127761006355286,0.11125514656305313,0.11126051098108292,1124
02/06/2022,07:00,0.11125966906547546,0.11127489805221558,0.1112578734755516,0.11125887930393219,532
02/06/2022,08:00,0.11125966906547546,0.11127541214227676,0.11125402897596359,0.1112600713968277,2918
02/06/2022,09:00,0.1112598180770874,0.11127234250307083,0.11125476658344269,0.11126463860273361,4105
02/06/2022,10:00,0.11126440018415451,0.11127729713916779,0.11124734580516815,0.1112595796585083,3614
02/06/2022,11:00,0.111259326338768,0.11127011477947235,0.11125041544437408,0.11125542968511581,3570
02/06/2022,12:00,0.1112556979060173,0.11127940565347672,0.11124248057603836,0.11125696450471878,3849
02/06/2022,13:00,0.1112566739320755,0.11126880347728729,0.11124776303768158,0.11125404387712479,4365
02/06/2022,14:00,0.11125399172306061,0.11127030849456787,0.11124237626791,0.11125697195529938,4082
02/06/2022,15:00,0.11125815659761429,0.11127640306949615,0.11124151945114136,0.11124897748231888,4350
02/06/2022,16:00,0.11125048249959946,0.11126784235239029,0.11124271899461746,0.11124544590711594,0
02/06/2022,17:00,0.11124546825885773,0.11125628650188446,0.11124253273010254,0.11125221103429794,0
02/06/2022,18:00,0.11125080287456512,0.11125805974006653,0.11124332994222641,0.11124539375305176,0
02/06/2022,19:00,0.11124538630247116,0.11126238107681274,0.11124281585216522,0.11126215755939484,0
02/06/2022,20:00,0.11126254498958588,0.1112765446305275,0.11124373972415924,0.11125409603118896,1822
02/06/2022,21:00,0.11125395447015762,0.11127667129039764,0.11123790591955185,0.11126938462257385,3662
02/06/2022,22:00,0.11126946657896042,0.11127946525812149,0.11124521493911743,0.11124605685472488,4292
02/06/2022,23:00,0.11124514043331146,0.1112910732626915,0.11124514043331146,0.11127304285764694,97
02/07/2022,00:00,0.11127421259880066,0.11128836125135422,0.11124315857887268,0.11125227808952332,0
02/07/2022,01:00,0.1112513616681099,0.11216358840465546,0.1112513616681099,0.11128181964159012,0
02/07/2022,02:00,0.11128222197294235,0.11129117012023926,0.11124825477600098,0.1112804114818573,0
02/07/2022,03:00,0.11128038913011551,0.11129646003246307,0.11124881356954575,0.11126893013715744,0
02/07/2022,04:00,0.1112685278058052,0.11128585040569305,0.11125655472278595,0.11126784980297089,0
02/07/2022,05:00,0.11126801371574402,0.1121610701084137,0.11125540733337402,0.1121610701084137,0
02/07/2022,06:00,0.1121608316898346,0.11608217656612396,0.1121608316898346,0.11606428027153015,0
02/07/2022,07:00,0.11606438457965851,0.11607109010219574,0.11606008559465408,0.11606185883283615,0
02/07/2022,08:00,0.11606216430664062,0.11607953161001205,0.11605919152498245,0.11606492847204208,0
02/07/2022,09:00,0.11606588214635849,0.11607560515403748,0.11605968326330185,0.1160663515329361,0
02/07/2022,10:00,0.11606563627719879,0.11608265340328217,0.11606081575155258,0.11606582254171371,0
02/07/2022,11:00,0.11606571078300476,0.11608429253101349,0.1160634309053421,0.11607080698013306,0
02/07/2022,12:00,0.11607147008180618,0.11607859283685684,0.11605777591466904,0.11607401072978973,0
02/07/2022,13:00,0.11607462912797928,0.1160808727145195,0.11606429517269135,0.11607206612825394,0
02/07/2022,14:00,0.11607304960489273,0.1160777285695076,0.11606430262327194,0.11606430262327194,0
02/07/2022,15:00,0.11606515944004059,0.11608313769102097,0.11606266349554062,0.11607968062162399,0
02/07/2022,16:00,0.11607968062162399,0.11609386652708054,0.11606472730636597,0.11607417464256287,0
02/07/2022,17:00,0.1160738468170166,0.11610227078199387,0.11606637388467789,0.11608825623989105,0
02/07/2022,18:00,0.11608006805181503,0.1161046028137207,0.11606196314096451,0.11607325822114944,0
02/07/2022,19:00,0.11607386916875839,0.116081602871418,0.11606474965810776,0.11607186496257782,0
02/07/2022,20:00,0.11607097834348679,0.11608094722032547,0.11606535315513611,0.11607720702886581,0
02/07/2022,21:00,0.11607819050550461,0.1160784587264061,0.11606083810329437,0.11606822907924652,0
02/07/2022,22:00,0.11606727540493011,0.11607310175895691,0.1160583347082138,0.11606546491384506,0
02/07/2022,23:00,0.11606638878583908,0.11606753617525101,0.11536538600921631,0.11556214094161987,0
02/08/2022,00:00,0.11556258052587509,0.11557158827781677,0.11506304144859314,0.11506769806146622,0
02/08/2022,01:00,0.11506885290145874,0.11508255451917648,0.11506201326847076,0.11507042497396469,222
02/08/2022,02:00,0.11507095396518707,0.11508222669363022,0.11505940556526184,0.11506986618041992,0
02/08/2022,03:00,0.115069180727005,0.11508095264434814,0.11506184935569763,0.11507365852594376,299
02/08/2022,04:00,0.11507421731948853,0.11508476734161377,0.1150655597448349,0.11507390439510345,0
02/08/2022,05:00,0.11507396399974823,0.11509332805871964,0.11507344245910645,0.11508829146623611,330
02/08/2022,06:00,0.11508776247501373,0.11586996167898178,0.11506900936365128,0.11508245021104813,600
02/08/2022,07:00,0.11508185416460037,0.11509200930595398,0.11507518589496613,0.1150844618678093,198
02/08/2022,08:00,0.11508554220199585,0.11509126424789429,0.11507575958967209,0.11508983373641968,260
02/08/2022,09:00,0.1150885745882988,0.11509205400943756,0.11507619172334671,0.11508738994598389,384
02/08/2022,10:00,0.11508701741695404,0.11509370058774948,0.11507363617420197,0.1150762066245079,0
02/08/2022,11:00,0.11507487297058105,0.1150876060128212,0.1150662899017334,0.11508414894342422,22
02/08/2022,12:00,0.11508653312921524,0.11509988456964493,0.1150597333908081,0.11507029086351395,0
02/08/2022,13:00,0.11506950110197067,0.11511479318141937,0.11506586521863937,0.11511296778917313,390
02/08/2022,14:00,0.11511416733264923,0.11512883007526398,0.11510700732469559,0.11510982364416122,0
02/08/2022,15:00,0.1151098981499672,0.11513924598693848,0.11510522663593292,0.11512750387191772,0
02/08/2022,16:00,0.11512714624404907,0.11515004187822342,0.11510878801345825,0.11511240154504776,0
02/08/2022,17:00,0.11511188000440598,0.11512131989002228,0.11505860090255737,0.11506569385528564,0
02/08/2022,18:00,0.1150643527507782,0.11507527530193329,0.11504874378442764,0.11505205929279327,0
02/08/2022,19:00,0.11505283415317535,0.11506882309913635,0.11504459381103516,0.1150565817952156,0
